51303104923,gab,1,61
51303161103,bga,216,116
51303189406,edb,216,270
51303192718,bgb,7,158
51303199706,dcc,22,91
51303234384,ffb,288,273
51303267556,fae,63,58
51303286689,bfa,261,223
51303304185,cgc,138,5
51303304899,dcg,194,197
51303320817,ead,142,219
51303325463,egb,128,198
51303349721,ecg,94,186
51303390746,baa,191,122
51303400035,aed,108,235
51303406734,dfd,292,78
51303485545,aaa,274,174
51303493191,efb,15,154
51303509857,cgf,222,196
51303510202,dee,267,72
51303536010,fff,165,67
51303546635,acc,109,206
51303571185,bgc,70,229
51303574637,cbd,84,117
51303579396,dba,28,245
51303652644,bcf,111,290
51303656712,ffc,287,93
51303677249,fec,72,95
51303698121,afg,54,68
51303711324,cee,119,263
51303721419,abb,124,283
51303725436,bee,266,110
51303734102,gef,73,71
51303750163,gce,112,48
51303763491,egf,10,251
51303771575,fge,286,161
51303838545,fbg,52,39
51303848224,afa,155,211
51303863008,bdd,215,215
51303871690,fac,135,219
51303883734,efg,9,217
51303889190,ada,233,226
51303942891,bfa,155,194
51303943782,fbb,168,173
51304005403,ffd,285,297
51304018249,fea,243,25
51304026557,ecg,253,184
51304096078,ceg,235,168
51304104836,eab,139,157
51304109356,aac,213,154
51304133514,ega,83,67
51304140534,dde,264,104
51304149767,dae,160,29
51304241049,gbf,286,203
51304257638,gcc,168,201
51304265392,cbb,198,246
51304327084,gbe,151,153
51304327140,cbe,208,71
51304330377,fdb,289,141
51304374215,agf,3,51
51304414089,aee,67,109
51304446931,eee,226,258
51304476165,bfc,230,166
51304532358,eaf,193,267
51304539906,bfa,40,215
51304543179,ceb,279,182
51304556287,ecd,14,182
51304558497,acc,150,191
51304569474,edf,220,7
51304594274,dge,30,112
51304595947,gga,262,215
51304604005,aab,78,35
51304628462,ded,121,240
51304647193,ecc,256,200
51304667635,gba,101,188
51304680430,afe,144,132
51304688868,aab,86,36
51304702975,cfc,80,251
51304720580,cef,206,193
51304730683,deb,188,233
51304756661,eag,142,245
51304758065,eee,53,234
51304760456,ccf,21,213
51304770207,agg,172,9
51304799754,cgb,294,173
51304804825,fcg,83,257
51304820679,fed,79,271
51304821244,bab,276,208
51304834042,fcb,23,203
51304844276,bcc,142,211
51304858931,gdc,295,146
51304875818,fdg,171,271
51304888602,egd,212,50
51304899687,acc,250,215
51304917950,gab,115,64
51304921905,aed,11,272
51304925429,ggd,257,38
51304926561,fdb,198,112
51304954259,faf,255,9
51304985288,cae,109,8
51305010972,dce,255,223
51305035343,egc,151,270
51305054951,bgb,65,164
51305082124,bea,47,74
51305136158,fde,258,25
51305141703,cde,153,195
51305142955,ecd,264,196
51305180863,caa,139,126
51305192861,edc,78,95
51305209481,eca,160,115
51305215533,bec,248,295
51305241442,gfg,220,250
51305242052,gda,210,39
51305270267,caf,83,214
51305287327,faa,297,210
51305307169,dbc,3,174
51305318204,fbc,67,138
51305321402,fcf,91,261
51305345802,ace,51,75
51305357732,cba,248,213
51305365416,fef,63,19
51305375607,aed,74,269
51305395135,bgd,244,91
51305399998,gdf,220,221
51305408778,eee,215,234
51305422655,edd,236,245
51305449828,gbd,36,183
51305486259,cac,107,295
51305490221,bee,242,111
51305536080,deg,60,171
51305541173,abb,113,325
51305546317,ccb,50,28
51305551143,bgg,131,26
51305570064,eef,73,154
51305576279,baa,192,129
51305602190,edb,213,240
51305680073,bbd,232,244
51305703098,ecf,216,198
51305709046,efe,110,245
51305716126,fgf,2,269
51305776944,bge,149,57
51305803474,cdc,119,106
51305804317,fea,202,22
51305811267,fca,128,140
51305821511,dag,9,146
51305824432,fac,74,205
51305841813,aae,290,60
51305852780,ecg,79,193
51305856529,eab,150,152
51305932840,efa,231,128
51305996208,gff,88,71
51306049765,ddb,147,130
51306089166,bgd,173,106
51306091297,ece,37,102
51306102960,bdf,221,284
51306108570,dca,279,277
51306140567,ged,175,150
51306156247,dga,123,204
51306169146,fbg,177,34
51306171085,ced,201,91
51306218018,fag,64,111
51306244040,gab,175,67
51306267391,agd,246,198
51306269972,fcc,245,264
51306271879,cae,18,8
51306272102,efg,202,219
51306284426,ceg,185,193
51306290769,caf,7,214
51306302546,eef,59,167
51306302688,dfa,169,39
51306336482,dae,27,24
51306336527,fcf,120,255
51306351872,cea,163,112
51306438064,ebg,111,39
51306445477,gac,44,52
51306452641,bda,6,174
51306475649,gcf,110,150
51306483797,cce,266,159
51306491156,beg,33,185
51306514159,abg,240,249
51306524055,acd,28,27
51306549274,cff,240,207
51306564946,bfa,55,253
51306576203,ged,112,175
51306586691,geb,107,22
51306605650,gad,1,94
51306629286,dec,247,260
51306630507,eda,292,188
51306643325,fdg,228,314
51306652049,cge,126,37
51306663908,afc,273,30
51306717821,ecf,92,201
51306736207,ade,223,114
51306742461,dfb,175,194
51306745686,abf,147,167
51306752554,aad,287,243
51306816832,aec,75,200
51306825627,ecg,49,218
51306835251,gbc,94,235
51306896078,cef,98,194
51306913075,fgd,33,116
51306938052,gfc,221,228
51306953733,edd,60,218
51306967560,gag,181,67
51307014333,cfb,259,193
51307027522,cbg,233,243
51307048098,ffe,192,248
51307049665,cfd,1,144
51307050083,edc,41,94
51307058570,gcg,120,151
51307060669,gda,216,35
51307072818,afb,260,171
51307076386,dgd,67,81
51307094817,efa,39,110
51307097618,fda,194,239
51307104674,ebd,70,226
51307112831,eaa,139,228
51307206476,bdb,151,184
51307212747,ede,145,80
51307228758,bfa,186,280
51307235650,gca,191,12
51307256249,adg,53,178
51307267289,aba,215,42
51307267883,ada,28,185
51307272748,dga,176,242
51307282938,aga,234,185
51307299831,gce,189,39
51307312145,bca,248,125
51307332564,acf,131,106
51307362778,dbe,104,175
51307364528,baf,15,206
51307404833,dce,117,200
51307409631,aca,292,127
51307411312,ega,19,58
51307411645,agc,27,211
51307419959,fdb,261,118
51307430924,dag,122,140
51307430957,dbf,67,28
51307437338,bfb,233,70
51307447162,gac,113,56
51307457525,adb,289,228
51307459619,fga,101,177
51307476801,ecb,113,24
51307477538,beb,100,245
51307490307,egg,28,259
51307508872,ced,53,102
51307545925,ddc,133,32
51307551464,gea,31,94
51307551738,ebb,113,240
51307567014,eag,4,264
51307577699,ddf,11,139
51307605352,gaa,269,25
51307605957,gec,87,43
51307611076,ggb,173,292
51307633301,ggc,153,54
51307649971,age,171,174
51307658269,acb,199,225
51307663569,cbb,132,248
51307692156,bbb,257,212
51307692329,ebb,87,220
51307711084,bad,86,240
51307737994,ddd,90,68
51307768828,cfg,297,246
51307770826,cab,66,26
51307777674,ebe,156,160
51307794247,def,24,205
51307797277,geg,56,122
51307810276,edf,122,6
51307821973,edd,288,237
51307839706,gae,159,42
51307841735,ged,245,203
51307874779,fec,147,106
51307884153,feb,229,265
51307888664,dbe,145,176
51307905233,cdg,135,213
51307905776,dda,66,17
51307931777,bcg,237,84
51307935019,gfg,37,242
51307939767,efg,42,247
51307951297,gbe,185,175
51307973154,eec,254,87
51307985382,bfc,182,156
51308007290,bae,26,198
51308025849,dfc,207,236
51308039676,ffg,123,238
51308039683,cba,137,208
51308048690,eba,296,191
51308056591,fdf,217,294
51308064801,def,284,188
51308065059,gff,251,68
51308069123,cbf,166,88
51308069867,gdd,72,132
51308078455,agd,54,166
51308085002,ebc,139,11
51308086795,fbf,235,25
51308098109,abe,29,177
51308098683,agb,170,183
51308116095,eag,64,213
51308118714,ddg,70,237
51308165139,ede,203,95
51308181853,fdb,269,115
51308184154,gcb,9,211
51308187247,abb,243,331
51308188263,dgf,11,186
51308206919,bac,72,100
51308231217,bcb,275,289
51308237429,aff,61,45
51308238184,eed,109,169
51308269072,geg,292,120
51308271431,bfc,262,152
51308280895,dfg,69,32
51308283518,bca,286,142
51308286056,eff,85,21
51308293737,dgg,60,304
51308307620,fdb,100,111
51308319423,fdc,284,207
51308324191,dfe,7,231
51308364671,dff,224,98
51308376809,daf,299,158
51308388173,bga,168,93
51308407569,gbb,89,101
51308416286,cbc,107,176
51308422093,eeg,107,283
51308423803,bed,187,15
51308436839,afa,61,200
51308441705,bfe,179,48
51308453705,bcf,78,290
51308473231,eea,44,80
51308480260,dbb,256,90
51308483442,ebf,163,153
51308487549,bef,60,215
51308506799,bag,107,177
51308543992,cag,236,31
51308549776,gee,266,128
51308563855,cga,213,254
51308573036,ecd,286,184
51308632964,bff,284,111
51308643086,aeb,104,173
51308643357,cgg,266,129
51308645474,fbe,113,68
51308653080,gde,54,32
51308657703,efc,194,38
51308664846,bea,201,74
51308677849,dbg,125,49
51308684330,gcb,283,170
51308685341,feg,232,282
51308700796,dac,265,178
51308702858,acg,193,142
51308705620,eac,109,283
51308715161,cad,87,230
51308721218,ffa,72,38
51308732145,bdc,44,180
51308750840,adc,293,85
51308758109,aab,246,39
51308761818,dee,198,60
51308763060,cca,173,90
51308772387,dcf,38,79
51308782564,cae,274,9
51308804073,eef,135,136
51308829629,gdb,187,108
51308845093,bbd,163,209
51308859216,cea,4,89
51308885175,bef,274,180
51308886229,baa,172,134
51308890200,gaa,277,25
51308895905,cgd,46,117
51308904922,dcd,292,235
51308911855,edd,233,246
51308920909,gdg,35,81
51308924313,aab,20,36
51308938123,cec,162,218
51308948736,gfa,21,133
51308953968,fee,245,248
51309008750,fca,169,120
51309038170,efe,281,271
51309042490,fdb,245,111
51309051124,gaf,229,104
51309059095,efc,213,34
51309060030,age,72,161
51309075006,gef,172,68
51309098222,bbc,294,118
51309117521,dbd,79,53
51309118134,dba,260,262
51309123902,dgb,32,23
51309131991,eda,71,193
51309138486,ebe,184,156
51309211027,gba,82,223
51309232876,abd,286,13
51309238136,gcc,259,209
51309243289,cfa,165,283
51309254196,aee,16,93
51309263220,bee,81,132
51309271200,adf,63,120
51309272207,gga,29,247
51309295773,gdf,241,238
51309299964,gge,261,258
51309300527,gff,155,64
51309313881,abf,287,173
51309315083,afg,92,57
51309315439,dea,107,10
51309328044,ggg,148,139
51309348502,bbg,282,240
51309350437,bfg,183,108
51309359384,fac,268,196
51309364428,ggc,148,61
51309370725,dfg,229,28
51309387600,fdc,158,169
51309400323,gdc,17,162
51309400376,faf,281,7
51309406706,aef,199,239
51309408413,afd,263,47
51309417685,bdg,205,130
51309435415,abc,96,258
51309453469,gee,142,148
51309466015,abg,188,199
51309468873,aaf,132,161
51309512502,fce,101,20
51309518427,ccc,227,48
51309523105,bec,233,321
51309524024,cag,35,35
51309527860,add,115,170
51309536016,fga,222,192
51309545976,dad,260,117
51309548361,cfe,158,289
51309559998,ecb,156,19
51309577740,aea,286,84
51309592070,bcd,129,189
51309598677,gfe,41,258
51309602643,gaf,161,86
51309610021,fad,67,138
51309616045,fef,78,18
51309636840,fgg,177,196
51309661240,feb,214,217
51309691525,eae,132,9
51309704729,cfb,159,220
51309706534,edd,18,226
51309708453,bae,159,215
51309714352,ffd,258,347
51309734367,ggd,93,30
51309739401,bcb,116,274
51309743986,ecb,60,16
51309775077,eeb,191,171
51309789605,cbg,292,286
51309792966,fba,62,129
51309818263,cdb,227,100
51309825857,fcf,255,232
51309836386,gfa,46,113
51309848539,fgb,80,48
51309853374,ead,34,183
51309879082,efd,31,31
51309882355,dgc,265,97
51309885223,bab,170,228
51309895971,cbf,56,100
51309897799,gef,239,73
51309899120,eec,152,100
51309911963,gfb,112,108
51309919961,dgg,102,316
51309922770,ccd,295,211
51309930306,acc,198,204
51309965024,bde,74,87
51309974387,bfb,82,80
51309974874,edg,106,197
51309979247,aeg,19,172
51309979666,ffc,61,107
51309984382,ege,250,79
51309984399,cda,100,268
51309994394,bgb,43,160
51310001377,fcd,178,160
51310001802,cgc,11,5
51310010666,bba,130,183
51310051043,cea,291,99
51310057114,adg,137,156
51310059843,ggf,169,127
51310072654,dcd,89,216
51310106344,fdd,248,65
51310113458,fab,184,264
51310125705,bbe,251,101
51310138343,gdf,200,195
51310145217,cbc,216,168
51310182421,bbb,172,186
51310208799,gfd,213,208
51310213615,adf,116,96
51310221071,afe,251,146
51310290359,gbd,107,155
51310292411,agf,186,40
51310317171,bba,262,188
51310335105,cee,242,299
51310336748,ede,222,101
51310359993,dfc,71,264
51310384580,fee,155,220
51310387073,eaf,49,277
51310389976,gaf,229,79
51310419829,fcg,254,226
51310420262,bgd,44,90
51310451461,egd,146,51
51310492849,afc,5,31
51310516342,fed,189,279
51310520499,dcc,260,107
51310529075,dec,234,275
51310534907,fbg,200,39
51310551355,ccg,274,191
51310566697,dcb,193,133
51310578684,bbf,79,136
51310594815,aag,193,75
51310606665,fge,37,181
51310651482,bbb,232,178
51310660157,geb,259,25
51310670278,fae,58,58
51310673085,ffb,240,240
51310683076,cgd,281,125
51310697649,ddf,201,120
51310706617,bgc,15,231
51310725265,dab,165,135
51310776181,cfb,26,184
51310794506,bad,13,208
51310804396,fbb,28,164
51310804401,bgf,118,5
51310814828,cdf,89,157
51310841908,dbf,265,27
51310863880,fgf,202,303
51310864041,egb,47,229
51310885616,edb,198,232
51310904896,eab,3,138
51310944870,fgc,40,190
51310969852,cfe,98,283
51311027768,efa,198,107
51311086056,aff,101,50
51311102649,fad,274,164
51311122241,dfb,153,164
51311123651,fec,133,122
51311182069,fec,53,132
51311204254,baf,270,222
51311240073,fdc,285,157
51311289125,eec,114,104
51311311471,beb,198,245
51311333877,cac,278,295
51311348593,egc,121,315
51311357889,gae,119,42
51311360221,dec,87,239
51311369579,gbb,192,108
51311377114,ggb,110,306
51311397798,gec,81,45
51311423513,fff,139,76
51311433308,aaa,151,158
51311436311,gfd,142,214
51311448396,afe,241,159
51311449974,efb,165,170
51311513935,cdd,268,48
51311516514,ded,101,240
51311524050,aef,229,234
51311535581,gbg,296,285
51311571742,eeb,213,140
51311580308,cdg,211,195
51311580997,deg,192,159
51311584346,bce,44,22
51311597426,daa,260,162
51311635744,add,71,198
51311638291,egf,93,213
51311649771,faa,159,214
51311659638,bgb,295,131
51311663365,dfe,104,196
51311672006,bea,29,76
51311673604,gff,245,74
51311676896,dad,63,119
51311693044,aaa,214,150
51311702682,fed,64,228
51311703945,fbd,30,92
51311735795,cgb,76,141
51311777837,gcf,22,170
51311778192,fgb,89,47
51311806692,fee,28,217
51311816533,aac,195,166
51311823107,cfa,241,229
51311849959,abf,156,152
51311864208,geg,87,112
51311873258,bdg,294,124
51311883235,dfa,97,32
51311905414,bea,195,73
51311909813,baf,224,257
51311914353,dce,99,166
51311924751,aae,168,54
51311948540,dfd,121,67
51311961987,ada,33,181
51311990967,acb,236,220
51312018138,ddb,68,115
51312029988,cef,178,201
51312047224,gda,151,29
51312056813,ceb,77,158
51312061753,edf,175,6
51312074605,gae,156,41
51312075363,fac,154,199
51312098244,cfc,90,230
51312103186,dbc,195,146
51312181253,cgf,148,164
51312184742,fef,44,19
51312190160,bbe,89,87
51312204215,aca,169,125
51312226020,cdf,196,130
51312236496,ebb,128,200
51312256224,efc,171,32
51312259426,dcg,276,218
51312280317,cag,118,33
51312326552,bfd,169,44
51312343302,gcd,243,180
51312406055,cgg,131,148
51312414839,ffe,187,295
51312416240,bea,157,72
51312418780,fdg,267,254
51312421513,ace,155,83
51312422091,dff,257,94
51312429617,deb,264,226
51312430102,gfg,242,212
51312431705,ebc,41,10
51312447580,bgb,99,129
51312477122,cga,97,231
51312521651,efg,96,237
51312532398,abg,112,214
51312542600,acc,24,169
51312545909,cec,134,259
51312603670,edg,282,159
51312622071,agf,54,39
51312641350,aeb,22,197
51312655141,bgd,134,107
51312666262,abg,104,231
51312696453,ecb,167,16
51312714493,aaf,175,189
51312733034,bgc,291,251
51312803154,fcb,177,196
51312831993,abf,227,135
51312851969,fgd,210,110
51312906565,eda,264,156
51312908885,ggd,78,34
51312913530,bgf,161,5
51312922619,gfe,275,273
51312932078,abf,253,149
51312985385,ecc,57,196
51312986618,bfa,37,327
51312990098,gdf,15,181
51312994683,bgg,264,27
51313004092,dbg,77,44
51313022371,fda,281,262
51313034782,caa,204,138
51313045318,fdf,285,252
51313080023,ffd,215,381
51313096363,dge,98,104
51313116941,ded,284,204
51313129301,ggg,178,111
51313152483,cbd,214,139
51313158797,bda,18,158
51313158904,gaf,84,75
51313159708,ccb,17,32
51313175029,gbd,183,172
51313224541,gff,104,61
51313235678,abe,112,168
51313238699,abe,199,137
51313248062,bae,216,232
51313302223,eed,193,138
51313329957,dgb,136,22
51313334947,gbe,160,201
51313392362,aae,269,48
51313438353,eca,215,101
51313442833,eae,123,9
51313443481,dcf,68,81
51313444022,efb,118,153
51313450206,gdb,184,124
51313450693,bcd,17,202
51313461973,ega,269,53
51313484069,cab,126,28
51313516894,gab,223,72
51313527931,gee,279,125
51313550411,cfd,181,155
51313556131,abd,85,14
51313560867,cad,92,241
51313571350,fbc,41,125
51313598437,bba,274,174
51313609872,bdd,12,247
51313647081,abc,194,260
51313658854,cbf,15,83
51313667205,fab,9,229
51313669077,cdd,22,55
51313671403,ebf,204,165
51313677324,ddg,216,258
51313680031,ggg,99,95
51313692861,ecc,236,192
51313706286,dde,153,96
51313717959,ccf,100,178
51313736513,dgd,152,91
51313760863,edc,215,111
51313768733,fcd,69,172
51313776298,fcc,82,269
51313791624,fag,288,109
51313815864,dfd,217,57
51313838914,ece,93,94
51313847197,edf,281,6
51313852655,caf,67,222
51313881794,cgb,297,162
51313883464,beg,264,166
51313900995,def,197,204
51313926390,ddg,80,296
51313949908,gaa,247,23
51313953836,aga,284,157
51313965746,agg,206,7
51313968758,gdf,128,168
51313972574,fea,266,18
51314005070,caa,178,149
51314006691,fgd,124,110
51314019301,cgb,139,162
51314042870,gea,156,105
51314068030,bce,83,20
51314100139,bfc,274,145
51314125640,ead,295,203
51314133849,fec,204,126
51314137400,eea,79,72
51314138414,gbf,19,196
51314141776,cbe,221,78
51314172376,cca,40,85
51314177216,bcg,269,87
51314189359,gfg,218,216
51314255673,cbe,59,78
51314271691,gce,234,31
51314289911,ddg,238,236
51314304206,dee,35,55
51314305940,fec,43,136
51314314759,aed,235,285
51314321592,dfe,92,178
51314345415,ddc,151,28
51314346961,fcd,84,137
51314362334,gaf,174,79
51314399338,dbe,83,153
51314413038,daa,133,184
51314415722,faa,27,209
51314420235,abf,44,140
51314435620,ggf,175,109
51314439900,bcc,29,229
51314460282,bac,215,82
51314463815,bec,249,317
51314483698,efa,27,111
51314492450,cec,183,222
51314494828,geb,271,28
51314504647,efg,258,272
51314520745,fff,87,76
51314554484,bdc,190,156
51314569904,gae,288,36
51314578494,fdc,19,180
51314612459,dec,262,274
51314616840,bgf,298,5
51314637040,eed,263,154
51314664999,gbc,269,272
51314675732,cae,166,8
51314686861,dgc,96,92
51314715778,fbf,240,27
51314734081,dag,250,112
51314740352,gdg,266,64
51314748388,eee,261,262
51314770995,eef,298,119
51314844296,bbc,34,119
51314853267,adc,292,79
51314858592,fde,57,20
51314881646,fee,210,208
51314900544,ceg,88,162
51314907103,fca,275,116
51314919603,ecd,34,196
51314927726,gag,235,67
51314937072,gfc,88,189
51314948294,bga,207,93
51314949885,bba,292,147
51314965830,cde,34,159
51314972512,bed,286,16
51314992209,bec,33,355
51315013103,bfa,141,320
51315020138,ded,290,169
51315037928,ffg,88,268
51315046661,baf,124,264
51315067419,gad,267,108
51315084826,acd,6,26
51315088845,dca,44,329
51315109853,ggf,108,124
51315133052,bge,179,57
51315135681,ffc,279,118
51315142703,dcg,275,174
51315145343,cbb,168,238
51315173679,ffg,77,217
51315183646,afb,219,167
51315200407,fcc,189,231
51315209844,dgf,281,217
51315213085,fba,174,118
51315213775,adc,19,71
51315234196,bdd,4,276
51315259068,ebd,6,196
51315264463,aba,124,38
51315264980,daf,113,184
51315265140,ecc,79,161
51315298967,ceb,299,132
51315308533,ecg,104,250
51315335795,aab,290,33
51315338939,aad,106,233
51315340644,cce,216,143
51315374969,beb,192,203
51315380442,ecf,233,237
51315400967,bcg,57,93
51315467584,afe,36,131
51315506799,eca,36,96
51315509535,bag,276,155
51315523181,cde,184,179
51315531079,eab,264,114
51315535770,dfg,237,31
51315583081,bba,84,157
51315604254,abf,268,133
51315645115,cfe,18,249
51315664863,dac,171,154
51315665476,edd,6,248
51315713381,dbc,289,172
51315713925,deb,39,266
51315734935,cdc,43,103
51315749302,gdd,91,138
51315773705,agb,4,199
51315808232,edb,228,269
51315819997,dba,55,275
51315836164,ggd,67,34
51315836908,eag,247,219
51315839960,fcb,101,182
51315845637,gcg,16,152
51315849435,ced,252,84
51315864578,agc,37,168
51315887089,aeb,210,234
51315910174,bdf,298,306
51315915754,gec,8,44
51315923658,fga,178,211
51315978604,cfg,177,201
51316020155,dae,90,20
51316053666,dge,204,111
51316058584,bcf,87,281
51316103428,ebg,265,35
51316116750,ede,117,92
51316124751,dfb,29,182
51316147342,dea,201,8
51316157261,fab,147,270
51316168788,efg,277,323
51316176932,eba,228,156
51316186016,dgc,79,105
51316190123,ecb,15,14
51316201524,gge,115,270
51316226409,gde,267,28
51316251861,acf,173,125
51316259475,ggd,262,38
51316259925,gac,76,62
51316263264,cdb,4,117
51316274933,ebe,197,157
51316279088,ged,117,233
51316287864,cff,121,215
51316290783,eee,291,227
51316293473,bca,268,147
51316311565,fdc,91,156
51316316201,egg,223,225
51316332422,cge,9,30
51316335777,eaa,286,234
51316337062,gca,63,10
51316350401,fdb,31,108
51316355853,fbb,234,139
51316375984,agd,255,162
51316430825,ggc,58,63
51316445317,aee,155,79
51316450256,fbc,49,115
51316462061,ade,29,95
51316465129,bad,29,245
51316512330,dad,266,101
51316556073,dgf,169,240
51316558470,cce,71,143
51316571936,afd,262,55
51316596886,dfa,262,27
51316607488,fgg,65,166
51316614475,daa,167,218
51316625667,fcb,295,172
51316636569,ceg,80,152
51316638214,agd,155,178
51316648402,efb,223,172
51316652997,cgc,268,5
51316670288,eeg,131,291
51316708714,ccc,238,42
51316709139,bfe,164,40
51316732973,aec,113,198
51316735095,fbd,83,108
51316736514,bbd,292,181
51316771017,gdg,22,71
51316776711,adb,231,216
51316789573,eea,108,73
51316806896,ddc,160,24
51316816524,gad,143,98
51316839409,cba,166,197
51316850135,eff,219,20
51316850864,aea,143,93
51316869644,gcb,160,185
51316876671,fdc,188,143
51316892757,dgg,263,338
51316905134,fge,130,190
51316912644,bff,243,106
51316914374,dga,161,251
51316916932,bdb,184,184
51316931381,ege,90,77
51316950566,cdf,227,124
51316985375,bed,181,14
51316988115,gfb,245,120
51317030481,ebc,174,10
51317036935,eab,110,96
51317066809,aaa,94,166
51317066856,gba,163,194
51317088288,agc,64,151
51317132291,eac,75,302
51317208214,ffd,143,312
51317213719,bde,81,73
51317214648,ddb,222,98
51317250866,edd,230,267
51317274245,cdc,268,86
51317299140,cac,268,280
51317314836,aac,199,167
51317321488,egd,122,45
51317326357,gfa,169,100
51317330218,bee,269,108
51317354412,ffd,99,271
51317375500,dda,289,19
51317389230,fac,87,177
51317405227,acg,88,127
51317414501,fcg,280,241
51317439716,aed,75,319
51317446951,bfe,143,38
51317448287,fec,138,118
51317448819,feb,280,188
51317476328,dfe,229,165
51317501064,dcc,296,102
51317512629,cbc,10,171
51317515012,fee,284,191
51317550245,dbb,242,80
51317565014,gea,132,85
51317594786,bfc,2,130
51317597424,bce,282,19
51317601915,afg,206,51
51317638423,deg,256,187
51317638764,ddd,95,58
51317647012,gcb,195,194
51317670095,ccg,73,152
51317697500,fgg,161,189
51317711107,ebe,61,125
51317732234,ace,248,85
51317736500,cdg,191,169
51317773066,fbe,48,74
51317788288,ead,100,192
51317798461,dec,78,238
51317819963,aed,11,328
51317821134,feb,51,178
51317827832,fad,13,144
51317839471,dfg,104,31
51317842177,cea,293,101
51317853713,ced,38,78
51317861414,bef,163,178
51317867543,gbd,24,158
51317908254,baf,139,258
51317914691,bfb,289,88
51317921385,efe,104,284
51317959243,gfg,245,209
51317986560,gcc,170,215
51318008430,bcb,137,315
51318028957,dbd,75,47
51318034674,aga,96,185
51318043237,gbb,39,95
51318072938,cfa,255,212
51318097728,abb,63,271
51318099872,feg,291,298
51318125942,eca,232,105
51318152384,fcf,169,185
51318160233,bdg,41,111
51318173368,dfd,44,45
51318213460,aea,37,96
51318225348,age,268,149
51318265240,abg,60,235
51318274284,ffa,41,34
51318287701,dcd,225,248
51318295444,ddb,60,97
51318342750,ffb,227,192
51318354940,ede,87,80
51318363486,gbb,286,112
51318389937,efa,3,91
51318390328,fef,64,22
51318394278,afa,67,182
51318399283,ggg,12,94
51318410653,bab,33,269
51318434554,ggb,105,364
51318450125,ada,75,157
51318464553,eca,138,124
51318467869,fce,130,20
51318478005,gga,251,293
51318478959,eaf,226,238
51318524863,cfb,132,207
51318532658,eeb,25,148
51318534675,dab,76,135
51318552604,egg,213,252
51318562591,dac,57,181
51318599875,fda,284,241
51318605970,dga,268,286
51318611611,eab,282,93
51318644457,daa,167,176
51318656576,gbb,93,95
51318685158,bea,245,77
